MW465755.1	1508	2314	CDS	-	 MGF_360-19R
MW465755.1	2312	2314	start_codon	-	 MGF_360-19R
MW465755.1	1505	1507	stop_codon	-	 MGF_360-19R
MW465755.1	2928	3215	CDS	-	 DP96R
MW465755.1	3213	3215	start_codon	-	 DP96R
MW465755.1	2925	2927	stop_codon	-	 DP96R
MW465755.1	3314	3523	CDS	+	 DP71L
MW465755.1	3314	3316	start_codon	+	 DP71L
MW465755.1	3524	3526	stop_codon	+	 DP71L
MW465755.1	3512	4222	CDS	-	 MGF_360-18R
MW465755.1	4220	4222	start_codon	-	 MGF_360-18R
MW465755.1	3509	3511	stop_codon	-	 MGF_360-18R
MW465755.1	4500	4730	CDS	+	 L11L
MW465755.1	4500	4502	start_codon	+	 L11L
MW465755.1	4731	4733	stop_codon	+	 L11L
MW465755.1	4972	5481	CDS	+	 I10L
MW465755.1	4972	4974	start_codon	+	 I10L
MW465755.1	5482	5484	stop_codon	+	 I10L
MW465755.1	5563	5850	CDS	-	 I9R
MW465755.1	5848	5850	start_codon	-	 I9R
MW465755.1	5560	5562	stop_codon	-	 I9R
MW465755.1	6045	6353	CDS	+	 I8L
MW465755.1	6045	6047	start_codon	+	 I8L
MW465755.1	6354	6356	stop_codon	+	 I8L
MW465755.1	6570	6875	CDS	+	 I7L
MW465755.1	6570	6572	start_codon	+	 I7L
MW465755.1	6876	6878	stop_codon	+	 I7L
MW465755.1	6977	7282	CDS	+	 MGF_100-3L
MW465755.1	6977	6979	start_codon	+	 MGF_100-3L
MW465755.1	7283	7285	stop_codon	+	 MGF_100-3L
MW465755.1	7650	8072	CDS	+	 MGF_100-1L
MW465755.1	7650	7652	start_codon	+	 MGF_100-1L
MW465755.1	8073	8075	stop_codon	+	 MGF_100-1L
MW465755.1	8194	9819	CDS	+	 MGF_505-11L
MW465755.1	8194	8196	start_codon	+	 MGF_505-11L
MW465755.1	9820	9822	stop_codon	+	 MGF_505-11L
MW465755.1	9905	10960	CDS	-	 MGF_360-16R
MW465755.1	10958	10960	start_codon	-	 MGF_360-16R
MW465755.1	9902	9904	stop_codon	-	 MGF_360-16R
MW465755.1	11137	11850	CDS	+	 DP238L
MW465755.1	11137	11139	start_codon	+	 DP238L
MW465755.1	11851	11853	stop_codon	+	 DP238L
MW465755.1	11947	12552	CDS	+	 I196L
MW465755.1	11947	11949	start_codon	+	 I196L
MW465755.1	12553	12555	stop_codon	+	 I196L
MW465755.1	12548	13078	CDS	+	 I177L
MW465755.1	12548	12550	start_codon	+	 I177L
MW465755.1	13079	13081	stop_codon	+	 I177L
MW465755.1	13122	13757	CDS	+	 I215L
MW465755.1	13122	13124	start_codon	+	 I215L
MW465755.1	13758	13760	stop_codon	+	 I215L
MW465755.1	14049	15035	CDS	+	 I329L
MW465755.1	14049	14051	start_codon	+	 I329L
MW465755.1	15036	15038	stop_codon	+	 I329L
MW465755.1	15566	16288	CDS	+	 I243L
MW465755.1	15566	15568	start_codon	+	 I243L
MW465755.1	16289	16291	stop_codon	+	 I243L
MW465755.1	16291	16968	CDS	-	 I226R
MW465755.1	16966	16968	start_codon	-	 I226R
MW465755.1	16288	16290	stop_codon	-	 I226R
MW465755.1	17120	17920	CDS	+	 I267L
MW465755.1	17120	17122	start_codon	+	 I267L
MW465755.1	17921	17923	stop_codon	+	 I267L
MW465755.1	18165	18497	CDS	-	 E111R
MW465755.1	18495	18497	start_codon	-	 E111R
MW465755.1	18162	18164	stop_codon	-	 E111R
MW465755.1	18503	19390	CDS	-	 EP296R
MW465755.1	19388	19390	start_codon	-	 EP296R
MW465755.1	18500	18502	stop_codon	-	 EP296R
MW465755.1	19423	19788	CDS	-	 E120R
MW465755.1	19786	19788	start_codon	-	 E120R
MW465755.1	19420	19422	stop_codon	-	 E120R
MW465755.1	19833	20576	CDS	-	 E248R
MW465755.1	20574	20576	start_codon	-	 E248R
MW465755.1	19830	19832	stop_codon	-	 E248R
MW465755.1	20602	21096	CDS	-	 E165R
MW465755.1	21094	21096	start_codon	-	 E165R
MW465755.1	20599	20601	stop_codon	-	 E165R
MW465755.1	21133	21720	CDS	+	 E199L
MW465755.1	21133	21135	start_codon	+	 E199L
MW465755.1	21721	21723	stop_codon	+	 E199L
MW465755.1	21960	22397	CDS	+	 E146L
MW465755.1	21960	21962	start_codon	+	 E146L
MW465755.1	22398	22400	stop_codon	+	 E146L
MW465755.1	22437	23339	CDS	-	 E301R
MW465755.1	23337	23339	start_codon	-	 E301R
MW465755.1	22434	22436	stop_codon	-	 E301R
MW465755.1	23493	24761	CDS	-	 E423R
MW465755.1	24759	24761	start_codon	-	 E423R
MW465755.1	23490	23492	stop_codon	-	 E423R
MW465755.1	24792	25343	CDS	+	 E183L
MW465755.1	24792	24794	start_codon	+	 E183L
MW465755.1	25344	25346	stop_codon	+	 E183L
MW465755.1	25390	25941	CDS	+	 E184L
MW465755.1	25390	25392	start_codon	+	 E184L
MW465755.1	25942	25944	stop_codon	+	 E184L
MW465755.1	25895	26917	CDS	-	 QP383R
MW465755.1	26915	26917	start_codon	-	 QP383R
MW465755.1	25892	25894	stop_codon	-	 QP383R
MW465755.1	27033	28559	CDS	+	 QP509L
MW465755.1	27033	27035	start_codon	+	 QP509L
MW465755.1	28560	28562	stop_codon	+	 QP509L
MW465755.1	28520	30637	CDS	+	 Q706L
MW465755.1	28520	28522	start_codon	+	 Q706L
MW465755.1	30638	30640	stop_codon	+	 Q706L
MW465755.1	30615	31508	CDS	+	 R298L
MW465755.1	30615	30617	start_codon	+	 R298L
MW465755.1	31509	31511	stop_codon	+	 R298L
MW465755.1	31507	32229	CDS	-	 H240R
MW465755.1	32227	32229	start_codon	-	 H240R
MW465755.1	31504	31506	stop_codon	-	 H240R
MW465755.1	32347	33045	CDS	-	 H233R
MW465755.1	33043	33045	start_codon	-	 H233R
MW465755.1	32344	32346	stop_codon	-	 H233R
MW465755.1	33008	33331	CDS	-	 H108R
MW465755.1	33329	33331	start_codon	-	 H108R
MW465755.1	33005	33007	stop_codon	-	 H108R
MW465755.1	33346	34362	CDS	-	 H339R
MW465755.1	34360	34362	start_codon	-	 H339R
MW465755.1	33343	33345	stop_codon	-	 H339R
MW465755.1	34388	34759	CDS	-	 H124R
MW465755.1	34757	34759	start_codon	-	 H124R
MW465755.1	34385	34387	stop_codon	-	 H124R
MW465755.1	34802	35314	CDS	-	 H171R
MW465755.1	35312	35314	start_codon	-	 H171R
MW465755.1	34799	34801	stop_codon	-	 H171R
MW465755.1	35349	36425	CDS	+	 H359L
MW465755.1	35349	35351	start_codon	+	 H359L
MW465755.1	36426	36428	stop_codon	+	 H359L
MW465755.1	36463	40038	CDS	-	 P1192R
MW465755.1	40036	40038	start_codon	-	 P1192R
